"ID","REMOTE_ID","AMBIENT_TEMPERATURE","AIR_PRESSURE","HUMIDITY","CREATED","serverDate","dateUTC","onlyTime","onlyDate"
3829,12,20.41,1009.95,44.74,"2021-06-25 12:25:32","2021-06-25 16:46:49",2021-06-25 16:46:49,60409,2021-06-25
3830,12,20.44,1009.94,44.85,"2021-06-25 12:25:32","2021-06-25 16:46:54",2021-06-25 16:46:54,60414,2021-06-25
3831,12,20.44,1009.92,45.02,"2021-06-25 12:25:32","2021-06-25 16:46:59",2021-06-25 16:46:59,60419,2021-06-25
3832,12,20.44,1009.92,45.02,"2021-06-25 12:25:32","2021-06-25 16:47:05",2021-06-25 16:47:05,60425,2021-06-25
3833,12,20.41,1009.96,44.97,"2021-06-25 12:25:32","2021-06-25 16:47:10",2021-06-25 16:47:10,60430,2021-06-25
3834,12,20.43,1009.88,44.97,"2021-06-25 12:25:32","2021-06-25 16:47:15",2021-06-25 16:47:15,60435,2021-06-25
3835,12,20.41,1009.92,45.22,"2021-06-25 12:25:32","2021-06-25 16:47:20",2021-06-25 16:47:20,60440,2021-06-25
3836,12,20.41,1009.9,44.92,"2021-06-25 12:25:32","2021-06-25 16:47:25",2021-06-25 16:47:25,60445,2021-06-25
3837,12,20.39,1009.82,44.99,"2021-06-25 12:25:32","2021-06-25 16:47:31",2021-06-25 16:47:31,60451,2021-06-25
3838,12,20.42,1010.02,45.09,"2021-06-25 12:25:32","2021-06-25 16:47:36",2021-06-25 16:47:36,60456,2021-06-25
3839,12,20.44,1009.89,45,"2021-06-25 12:25:32","2021-06-25 16:47:41",2021-06-25 16:47:41,60461,2021-06-25
3840,12,20.44,1009.89,44.95,"2021-06-25 12:25:32","2021-06-25 16:47:46",2021-06-25 16:47:46,60466,2021-06-25
3841,12,20.44,1009.89,44.92,"2021-06-25 12:25:32","2021-06-25 16:47:51",2021-06-25 16:47:51,60471,2021-06-25
3842,12,20.46,1009.87,44.95,"2021-06-25 12:25:32","2021-06-25 16:47:57",2021-06-25 16:47:57,60477,2021-06-25
3843,12,20.46,1009.89,45.02,"2021-06-25 12:25:32","2021-06-25 16:48:02",2021-06-25 16:48:02,60482,2021-06-25
3844,12,20.47,1009.97,44.72,"2021-06-25 12:25:32","2021-06-25 16:48:07",2021-06-25 16:48:07,60487,2021-06-25
3845,12,20.45,1009.85,44.88,"2021-06-25 12:25:32","2021-06-25 16:48:12",2021-06-25 16:48:12,60492,2021-06-25
3846,12,20.46,1009.84,45.41,"2021-06-25 12:25:32","2021-06-25 16:48:18",2021-06-25 16:48:18,60498,2021-06-25
3847,12,20.47,1009.94,45.5,"2021-06-25 12:25:32","2021-06-25 16:48:23",2021-06-25 16:48:23,60503,2021-06-25
3848,12,20.45,1009.85,45.14,"2021-06-25 12:25:32","2021-06-25 16:48:28",2021-06-25 16:48:28,60508,2021-06-25
3849,12,20.47,1009.92,45.23,"2021-06-25 12:25:32","2021-06-25 16:48:33",2021-06-25 16:48:33,60513,2021-06-25
3850,12,20.48,1009.91,45.08,"2021-06-25 12:25:32","2021-06-25 16:48:38",2021-06-25 16:48:38,60518,2021-06-25
3851,12,20.5,1009.94,44.88,"2021-06-25 12:25:32","2021-06-25 16:48:44",2021-06-25 16:48:44,60524,2021-06-25
3852,12,20.49,1009.9,44.74,"2021-06-25 12:25:32","2021-06-25 16:48:49",2021-06-25 16:48:49,60529,2021-06-25
3853,12,20.48,1009.9,44.58,"2021-06-25 12:25:32","2021-06-25 16:48:54",2021-06-25 16:48:54,60534,2021-06-25
3854,12,20.44,1009.94,44.67,"2021-06-25 12:25:32","2021-06-25 16:48:59",2021-06-25 16:48:59,60539,2021-06-25
3855,12,20.4,1009.99,44.82,"2021-06-25 12:25:32","2021-06-25 16:49:04",2021-06-25 16:49:04,60544,2021-06-25
3856,12,20.4,1009.89,44.76,"2021-06-25 12:25:32","2021-06-25 16:49:10",2021-06-25 16:49:10,60550,2021-06-25
3857,12,20.42,1009.91,44.94,"2021-06-25 12:25:32","2021-06-25 16:49:15",2021-06-25 16:49:15,60555,2021-06-25
3858,12,20.45,1009.89,44.99,"2021-06-25 12:25:32","2021-06-25 16:49:20",2021-06-25 16:49:20,60560,2021-06-25
3859,12,20.46,1009.93,44.87,"2021-06-25 12:25:32","2021-06-25 16:49:25",2021-06-25 16:49:25,60565,2021-06-25
3860,12,20.46,1009.9,44.59,"2021-06-25 12:25:32","2021-06-25 16:49:30",2021-06-25 16:49:30,60570,2021-06-25
3861,12,20.47,1009.86,44.61,"2021-06-25 12:25:32","2021-06-25 16:49:36",2021-06-25 16:49:36,60576,2021-06-25
3862,12,20.47,1009.94,44.66,"2021-06-25 12:25:32","2021-06-25 16:49:41",2021-06-25 16:49:41,60581,2021-06-25
3863,12,20.47,1009.81,44.49,"2021-06-25 12:25:32","2021-06-25 16:49:46",2021-06-25 16:49:46,60586,2021-06-25
3864,12,20.44,1009.89,44.6,"2021-06-25 12:25:32","2021-06-25 16:49:51",2021-06-25 16:49:51,60591,2021-06-25
3865,12,20.45,1009.96,44.54,"2021-06-25 12:25:32","2021-06-25 16:49:56",2021-06-25 16:49:56,60596,2021-06-25
3866,12,20.45,1009.9,44.64,"2021-06-25 12:25:32","2021-06-25 16:50:02",2021-06-25 16:50:02,60602,2021-06-25
3867,12,20.45,1009.91,44.7,"2021-06-25 12:25:32","2021-06-25 16:50:07",2021-06-25 16:50:07,60607,2021-06-25
3868,12,20.46,1009.87,44.84,"2021-06-25 12:25:32","2021-06-25 16:50:12",2021-06-25 16:50:12,60612,2021-06-25
3869,12,20.46,1009.98,44.77,"2021-06-25 12:25:32","2021-06-25 16:50:17",2021-06-25 16:50:17,60617,2021-06-25
3870,12,20.45,1009.85,44.64,"2021-06-25 12:25:32","2021-06-25 16:50:23",2021-06-25 16:50:23,60623,2021-06-25
3871,12,20.45,1009.85,44.9,"2021-06-25 12:25:32","2021-06-25 16:50:28",2021-06-25 16:50:28,60628,2021-06-25
3872,12,20.47,1009.86,44.61,"2021-06-25 12:25:32","2021-06-25 16:50:33",2021-06-25 16:50:33,60633,2021-06-25
3873,12,20.46,1009.93,44.58,"2021-06-25 12:25:32","2021-06-25 16:50:38",2021-06-25 16:50:38,60638,2021-06-25
3874,12,20.45,1009.88,44.68,"2021-06-25 12:25:32","2021-06-25 16:50:43",2021-06-25 16:50:43,60643,2021-06-25
3875,12,20.42,1009.92,44.84,"2021-06-25 12:25:32","2021-06-25 16:50:49",2021-06-25 16:50:49,60649,2021-06-25
3876,12,20.42,1009.86,44.66,"2021-06-25 12:25:32","2021-06-25 16:50:54",2021-06-25 16:50:54,60654,2021-06-25
3877,12,20.4,1009.91,44.65,"2021-06-25 12:25:32","2021-06-25 16:50:59",2021-06-25 16:50:59,60659,2021-06-25
3878,12,20.4,1009.93,44.75,"2021-06-25 12:25:32","2021-06-25 16:51:04",2021-06-25 16:51:04,60664,2021-06-25
3879,12,20.38,1009.82,44.72,"2021-06-25 12:25:32","2021-06-25 16:51:09",2021-06-25 16:51:09,60669,2021-06-25
3880,12,20.38,1009.82,44.8,"2021-06-25 12:25:32","2021-06-25 16:51:15",2021-06-25 16:51:15,60675,2021-06-25
3881,12,20.37,1009.91,44.81,"2021-06-25 12:25:32","2021-06-25 16:51:20",2021-06-25 16:51:20,60680,2021-06-25
3882,12,20.37,1009.88,45.48,"2021-06-25 12:25:32","2021-06-25 16:51:25",2021-06-25 16:51:25,60685,2021-06-25
3883,12,20.38,1009.9,45.03,"2021-06-25 12:25:32","2021-06-25 16:51:30",2021-06-25 16:51:30,60690,2021-06-25
3884,12,20.37,1009.88,44.99,"2021-06-25 12:25:32","2021-06-25 16:51:35",2021-06-25 16:51:35,60695,2021-06-25
3885,12,20.4,1009.88,44.89,"2021-06-25 12:25:32","2021-06-25 16:51:41",2021-06-25 16:51:41,60701,2021-06-25
3886,12,20.42,1009.83,45.02,"2021-06-25 12:25:32","2021-06-25 16:51:46",2021-06-25 16:51:46,60706,2021-06-25
3887,12,20.42,1009.87,45,"2021-06-25 12:25:32","2021-06-25 16:51:51",2021-06-25 16:51:51,60711,2021-06-25
3888,12,20.45,1009.86,45.1,"2021-06-25 12:25:32","2021-06-25 16:51:56",2021-06-25 16:51:56,60716,2021-06-25
3889,12,20.45,1009.89,44.98,"2021-06-25 12:25:32","2021-06-25 16:52:01",2021-06-25 16:52:01,60721,2021-06-25
3890,12,20.48,1009.96,45.39,"2021-06-25 12:25:32","2021-06-25 16:52:07",2021-06-25 16:52:07,60727,2021-06-25
3891,12,20.46,1009.92,45.14,"2021-06-25 12:25:32","2021-06-25 16:52:12",2021-06-25 16:52:12,60732,2021-06-25
3892,12,20.44,1009.83,45.08,"2021-06-25 12:25:32","2021-06-25 16:52:17",2021-06-25 16:52:17,60737,2021-06-25
3893,12,20.45,1009.89,45.08,"2021-06-25 12:25:32","2021-06-25 16:52:22",2021-06-25 16:52:22,60742,2021-06-25
3894,12,20.46,1009.85,44.91,"2021-06-25 12:25:32","2021-06-25 16:52:28",2021-06-25 16:52:28,60748,2021-06-25
3895,12,20.45,1009.83,44.77,"2021-06-25 12:25:32","2021-06-25 16:52:33",2021-06-25 16:52:33,60753,2021-06-25
3896,12,20.46,1009.92,44.93,"2021-06-25 12:25:32","2021-06-25 16:52:38",2021-06-25 16:52:38,60758,2021-06-25
3897,12,20.49,1009.87,44.94,"2021-06-25 12:25:32","2021-06-25 16:52:43",2021-06-25 16:52:43,60763,2021-06-25
3898,12,20.49,1009.84,45.26,"2021-06-25 12:25:32","2021-06-25 16:52:48",2021-06-25 16:52:48,60768,2021-06-25
3899,12,20.49,1009.9,44.87,"2021-06-25 12:25:32","2021-06-25 16:52:54",2021-06-25 16:52:54,60774,2021-06-25
3900,12,20.49,1009.83,45.08,"2021-06-25 12:25:32","2021-06-25 16:52:59",2021-06-25 16:52:59,60779,2021-06-25
3901,12,20.48,1009.9,44.92,"2021-06-25 12:25:32","2021-06-25 16:53:04",2021-06-25 16:53:04,60784,2021-06-25
3902,12,20.47,1009.87,44.89,"2021-06-25 12:25:32","2021-06-25 16:53:09",2021-06-25 16:53:09,60789,2021-06-25
3903,12,20.48,1009.91,44.88,"2021-06-25 12:25:32","2021-06-25 16:53:14",2021-06-25 16:53:14,60794,2021-06-25
3904,12,20.48,1009.88,44.89,"2021-06-25 12:25:32","2021-06-25 16:53:20",2021-06-25 16:53:20,60800,2021-06-25
3905,12,20.46,1009.89,44.87,"2021-06-25 12:25:32","2021-06-25 16:53:25",2021-06-25 16:53:25,60805,2021-06-25
3906,12,20.42,1009.87,45.02,"2021-06-25 12:25:32","2021-06-25 16:53:30",2021-06-25 16:53:30,60810,2021-06-25
3907,12,20.44,1009.89,45.14,"2021-06-25 12:25:32","2021-06-25 16:53:35",2021-06-25 16:53:35,60815,2021-06-25
3908,12,20.41,1009.9,45.11,"2021-06-25 12:25:32","2021-06-25 16:53:40",2021-06-25 16:53:40,60820,2021-06-25
3909,12,20.4,1009.91,45.17,"2021-06-25 12:25:32","2021-06-25 16:53:46",2021-06-25 16:53:46,60826,2021-06-25
3910,12,20.39,1009.87,44.98,"2021-06-25 12:25:32","2021-06-25 16:53:51",2021-06-25 16:53:51,60831,2021-06-25
3911,12,20.41,1009.9,44.94,"2021-06-25 12:25:32","2021-06-25 16:53:56",2021-06-25 16:53:56,60836,2021-06-25
3912,12,20.41,1009.93,45.11,"2021-06-25 12:25:32","2021-06-25 16:54:01",2021-06-25 16:54:01,60841,2021-06-25
3913,12,20.42,1009.91,45.18,"2021-06-25 12:25:32","2021-06-25 16:54:06",2021-06-25 16:54:06,60846,2021-06-25
3914,12,20.4,1009.88,45.04,"2021-06-25 12:25:32","2021-06-25 16:54:12",2021-06-25 16:54:12,60852,2021-06-25
3915,12,20.4,1009.93,45.26,"2021-06-25 12:25:32","2021-06-25 16:54:17",2021-06-25 16:54:17,60857,2021-06-25
3916,12,20.41,1009.9,45.38,"2021-06-25 12:25:32","2021-06-25 16:54:22",2021-06-25 16:54:22,60862,2021-06-25
3917,12,20.41,1009.89,45.28,"2021-06-25 12:25:32","2021-06-25 16:54:27",2021-06-25 16:54:27,60867,2021-06-25
3918,12,20.4,1009.91,45.25,"2021-06-25 12:25:32","2021-06-25 16:54:32",2021-06-25 16:54:32,60872,2021-06-25
3919,12,20.41,1009.95,44.98,"2021-06-25 12:25:32","2021-06-25 16:54:38",2021-06-25 16:54:38,60878,2021-06-25
3920,12,20.45,1009.9,44.98,"2021-06-25 12:25:32","2021-06-25 16:54:43",2021-06-25 16:54:43,60883,2021-06-25
3921,12,20.47,1009.91,44.78,"2021-06-25 12:25:32","2021-06-25 16:54:48",2021-06-25 16:54:48,60888,2021-06-25
3922,12,20.47,1009.94,44.97,"2021-06-25 12:25:32","2021-06-25 16:54:53",2021-06-25 16:54:53,60893,2021-06-25
3923,12,20.45,1009.91,44.84,"2021-06-25 12:25:32","2021-06-25 16:54:58",2021-06-25 16:54:58,60898,2021-06-25
3924,12,20.43,1009.85,45.19,"2021-06-25 12:25:32","2021-06-25 16:55:04",2021-06-25 16:55:04,60904,2021-06-25
3925,12,20.42,1009.89,45.18,"2021-06-25 12:25:32","2021-06-25 16:55:09",2021-06-25 16:55:09,60909,2021-06-25
3926,12,20.39,1009.91,45.32,"2021-06-25 12:25:32","2021-06-25 16:55:14",2021-06-25 16:55:14,60914,2021-06-25
3927,12,20.37,1009.88,45.34,"2021-06-25 12:25:32","2021-06-25 16:55:19",2021-06-25 16:55:19,60919,2021-06-25
3928,12,20.39,1009.94,45.15,"2021-06-25 12:25:32","2021-06-25 16:55:25",2021-06-25 16:55:25,60925,2021-06-25
3929,12,20.39,1009.91,45.64,"2021-06-25 12:25:32","2021-06-25 16:55:30",2021-06-25 16:55:30,60930,2021-06-25
3930,12,20.4,1009.95,45.3,"2021-06-25 12:25:32","2021-06-25 16:55:35",2021-06-25 16:55:35,60935,2021-06-25
3931,12,20.42,1009.92,45,"2021-06-25 12:25:32","2021-06-25 16:55:40",2021-06-25 16:55:40,60940,2021-06-25
3932,12,20.41,1009.92,45.2,"2021-06-25 12:25:32","2021-06-25 16:55:45",2021-06-25 16:55:45,60945,2021-06-25
3933,12,20.41,1009.87,45.15,"2021-06-25 12:25:32","2021-06-25 16:55:51",2021-06-25 16:55:51,60951,2021-06-25
3934,12,20.44,1009.95,45.12,"2021-06-25 12:25:32","2021-06-25 16:55:56",2021-06-25 16:55:56,60956,2021-06-25
3935,12,20.38,1009.93,45.09,"2021-06-25 12:25:32","2021-06-25 16:56:01",2021-06-25 16:56:01,60961,2021-06-25
3936,12,20.36,1009.88,45.4,"2021-06-25 12:25:32","2021-06-25 16:56:06",2021-06-25 16:56:06,60966,2021-06-25
3937,12,20.35,1009.88,45.2,"2021-06-25 12:25:32","2021-06-25 16:56:11",2021-06-25 16:56:11,60971,2021-06-25
3938,12,20.31,1009.93,45.25,"2021-06-25 12:25:32","2021-06-25 16:56:17",2021-06-25 16:56:17,60977,2021-06-25
3939,12,20.29,1009.93,45.25,"2021-06-25 12:25:32","2021-06-25 16:56:22",2021-06-25 16:56:22,60982,2021-06-25
3940,12,20.28,1009.86,45.45,"2021-06-25 12:25:32","2021-06-25 16:56:27",2021-06-25 16:56:27,60987,2021-06-25
3941,12,20.32,1009.89,45.38,"2021-06-25 12:25:32","2021-06-25 16:56:32",2021-06-25 16:56:32,60992,2021-06-25
3942,12,20.31,1009.86,45.26,"2021-06-25 12:25:32","2021-06-25 16:56:37",2021-06-25 16:56:37,60997,2021-06-25
3943,12,20.33,1009.95,45.42,"2021-06-25 12:25:32","2021-06-25 16:56:43",2021-06-25 16:56:43,61003,2021-06-25
3944,12,20.35,1009.93,45.45,"2021-06-25 12:25:32","2021-06-25 16:56:48",2021-06-25 16:56:48,61008,2021-06-25
3945,12,20.4,1009.91,46.91,"2021-06-25 12:25:32","2021-06-25 16:56:53",2021-06-25 16:56:53,61013,2021-06-25
3946,12,20.42,1009.95,45.79,"2021-06-25 12:25:32","2021-06-25 16:56:58",2021-06-25 16:56:58,61018,2021-06-25
3947,12,20.45,1009.94,45.48,"2021-06-25 12:25:32","2021-06-25 16:57:04",2021-06-25 16:57:04,61024,2021-06-25
3948,12,20.49,1009.95,45.21,"2021-06-25 12:25:32","2021-06-25 16:57:09",2021-06-25 16:57:09,61029,2021-06-25
3949,12,20.45,1009.96,45.08,"2021-06-25 12:25:32","2021-06-25 16:57:14",2021-06-25 16:57:14,61034,2021-06-25
3950,12,20.46,1009.92,45.13,"2021-06-25 12:25:32","2021-06-25 16:57:19",2021-06-25 16:57:19,61039,2021-06-25
3951,12,20.44,1009.92,45.18,"2021-06-25 12:25:32","2021-06-25 16:57:24",2021-06-25 16:57:24,61044,2021-06-25
3952,12,20.44,1009.95,45.67,"2021-06-25 12:25:32","2021-06-25 16:57:30",2021-06-25 16:57:30,61050,2021-06-25
3953,12,20.46,1009.93,45.6,"2021-06-25 12:25:32","2021-06-25 16:57:35",2021-06-25 16:57:35,61055,2021-06-25
3954,12,20.46,1009.92,45.72,"2021-06-25 12:25:32","2021-06-25 16:57:40",2021-06-25 16:57:40,61060,2021-06-25
3955,12,20.47,1009.89,45.59,"2021-06-25 12:25:32","2021-06-25 16:57:45",2021-06-25 16:57:45,61065,2021-06-25
3956,12,20.47,1009.94,45.73,"2021-06-25 12:25:32","2021-06-25 16:57:50",2021-06-25 16:57:50,61070,2021-06-25
3957,12,20.47,1009.89,45.55,"2021-06-25 12:25:32","2021-06-25 16:57:56",2021-06-25 16:57:56,61076,2021-06-25
3958,12,20.44,1009.94,45.8,"2021-06-25 12:25:32","2021-06-25 16:58:01",2021-06-25 16:58:01,61081,2021-06-25
3959,12,20.43,1009.96,45.53,"2021-06-25 12:25:32","2021-06-25 16:58:06",2021-06-25 16:58:06,61086,2021-06-25
3960,12,20.45,1009.93,45.91,"2021-06-25 12:25:32","2021-06-25 16:58:11",2021-06-25 16:58:11,61091,2021-06-25
3961,12,20.45,1009.85,45.87,"2021-06-25 12:25:32","2021-06-25 16:58:16",2021-06-25 16:58:16,61096,2021-06-25
3962,12,20.47,1009.92,45.6,"2021-06-25 12:25:32","2021-06-25 16:58:22",2021-06-25 16:58:22,61102,2021-06-25
3963,12,20.46,1009.92,45.8,"2021-06-25 12:25:32","2021-06-25 16:58:27",2021-06-25 16:58:27,61107,2021-06-25
3964,12,20.43,1009.88,45.54,"2021-06-25 12:25:32","2021-06-25 16:58:32",2021-06-25 16:58:32,61112,2021-06-25
3965,12,20.44,1009.92,45.46,"2021-06-25 12:25:32","2021-06-25 16:58:37",2021-06-25 16:58:37,61117,2021-06-25
3966,12,20.44,1009.92,45.59,"2021-06-25 12:25:32","2021-06-25 16:58:42",2021-06-25 16:58:42,61122,2021-06-25
3967,12,20.43,1009.93,45.59,"2021-06-25 12:25:32","2021-06-25 16:58:48",2021-06-25 16:58:48,61128,2021-06-25
3968,12,20.4,1009.95,45.5,"2021-06-25 12:25:32","2021-06-25 16:58:53",2021-06-25 16:58:53,61133,2021-06-25
3969,12,20.4,1009.93,45.63,"2021-06-25 12:25:32","2021-06-25 16:58:58",2021-06-25 16:58:58,61138,2021-06-25
3970,12,20.38,1009.92,45.66,"2021-06-25 12:25:32","2021-06-25 16:59:03",2021-06-25 16:59:03,61143,2021-06-25
3971,12,20.4,1009.94,45.59,"2021-06-25 12:25:32","2021-06-25 16:59:08",2021-06-25 16:59:08,61148,2021-06-25
3972,12,20.38,1009.93,45.47,"2021-06-25 12:25:32","2021-06-25 16:59:14",2021-06-25 16:59:14,61154,2021-06-25
3973,12,20.37,1009.94,45.56,"2021-06-25 12:25:32","2021-06-25 16:59:19",2021-06-25 16:59:19,61159,2021-06-25
3974,12,20.36,1009.91,45.72,"2021-06-25 12:25:32","2021-06-25 16:59:24",2021-06-25 16:59:24,61164,2021-06-25
3975,12,20.36,1009.89,45.33,"2021-06-25 12:25:32","2021-06-25 16:59:29",2021-06-25 16:59:29,61169,2021-06-25
3976,12,20.34,1009.94,45.31,"2021-06-25 12:25:32","2021-06-25 16:59:34",2021-06-25 16:59:34,61174,2021-06-25
3977,12,20.36,1009.94,45.36,"2021-06-25 12:25:32","2021-06-25 16:59:40",2021-06-25 16:59:40,61180,2021-06-25
3978,12,20.38,1009.97,45.4,"2021-06-25 12:25:32","2021-06-25 16:59:45",2021-06-25 16:59:45,61185,2021-06-25
3979,12,20.39,1009.89,45.73,"2021-06-25 12:25:32","2021-06-25 16:59:50",2021-06-25 16:59:50,61190,2021-06-25
3980,12,20.42,1009.91,45.35,"2021-06-25 12:25:32","2021-06-25 16:59:55",2021-06-25 16:59:55,61195,2021-06-25
3981,12,20.44,1009.87,45.94,"2021-06-25 12:25:32","2021-06-25 17:00:00",2021-06-25 17:00:00,61200,2021-06-25
3982,12,20.46,1009.96,45.4,"2021-06-25 12:25:32","2021-06-25 17:00:06",2021-06-25 17:00:06,61206,2021-06-25
3983,12,20.46,1009.9,45.5,"2021-06-25 12:25:32","2021-06-25 17:00:11",2021-06-25 17:00:11,61211,2021-06-25
3984,12,20.45,1009.89,45.57,"2021-06-25 12:25:32","2021-06-25 17:00:16",2021-06-25 17:00:16,61216,2021-06-25
3985,12,20.48,1009.91,45.26,"2021-06-25 12:25:32","2021-06-25 17:00:21",2021-06-25 17:00:21,61221,2021-06-25
3986,12,20.45,1009.9,45.1,"2021-06-25 12:25:32","2021-06-25 17:00:26",2021-06-25 17:00:26,61226,2021-06-25
3987,12,20.47,1009.97,45.17,"2021-06-25 12:25:32","2021-06-25 17:00:32",2021-06-25 17:00:32,61232,2021-06-25
3988,12,20.46,1009.92,45.28,"2021-06-25 12:25:32","2021-06-25 17:00:37",2021-06-25 17:00:37,61237,2021-06-25
3989,12,20.41,1009.93,45.22,"2021-06-25 12:25:32","2021-06-25 17:00:42",2021-06-25 17:00:42,61242,2021-06-25
3990,12,20.41,1009.88,45.17,"2021-06-25 12:25:32","2021-06-25 17:00:47",2021-06-25 17:00:47,61247,2021-06-25
3991,12,20.42,1009.89,45.12,"2021-06-25 12:25:32","2021-06-25 17:00:52",2021-06-25 17:00:52,61252,2021-06-25
3992,12,20.42,1009.97,45.27,"2021-06-25 12:25:32","2021-06-25 17:00:58",2021-06-25 17:00:58,61258,2021-06-25
3993,12,20.4,1009.99,45.31,"2021-06-25 12:25:32","2021-06-25 17:01:03",2021-06-25 17:01:03,61263,2021-06-25
3994,12,20.4,1009.91,45.13,"2021-06-25 12:25:32","2021-06-25 17:01:08",2021-06-25 17:01:08,61268,2021-06-25
3995,12,20.41,1009.95,45.07,"2021-06-25 12:25:32","2021-06-25 17:01:13",2021-06-25 17:01:13,61273,2021-06-25
3996,12,20.39,1009.92,45.1,"2021-06-25 12:25:32","2021-06-25 17:01:18",2021-06-25 17:01:18,61278,2021-06-25
3997,12,20.42,1009.91,45.02,"2021-06-25 12:25:32","2021-06-25 17:01:24",2021-06-25 17:01:24,61284,2021-06-25
3998,12,20.41,1009.92,45.15,"2021-06-25 12:25:32","2021-06-25 17:01:29",2021-06-25 17:01:29,61289,2021-06-25
3999,12,20.41,1009.97,45.26,"2021-06-25 12:25:32","2021-06-25 17:01:34",2021-06-25 17:01:34,61294,2021-06-25
4000,12,20.38,1009.93,45.3,"2021-06-25 12:25:32","2021-06-25 17:01:39",2021-06-25 17:01:39,61299,2021-06-25
4001,12,20.38,1009.89,45.41,"2021-06-25 12:25:32","2021-06-25 17:01:45",2021-06-25 17:01:45,61305,2021-06-25
4002,12,20.35,1009.95,45.55,"2021-06-25 12:25:32","2021-06-25 17:01:50",2021-06-25 17:01:50,61310,2021-06-25
4003,12,20.32,1009.97,45.6,"2021-06-25 12:25:32","2021-06-25 17:01:55",2021-06-25 17:01:55,61315,2021-06-25
4004,12,20.31,1009.91,45.71,"2021-06-25 12:25:32","2021-06-25 17:02:00",2021-06-25 17:02:00,61320,2021-06-25
4005,12,20.33,1009.89,45.42,"2021-06-25 12:25:32","2021-06-25 17:02:05",2021-06-25 17:02:05,61325,2021-06-25
4006,12,20.34,1009.93,45.44,"2021-06-25 12:25:32","2021-06-25 17:02:11",2021-06-25 17:02:11,61331,2021-06-25
4007,12,20.36,1009.96,45.27,"2021-06-25 12:25:32","2021-06-25 17:02:16",2021-06-25 17:02:16,61336,2021-06-25
4008,12,20.35,1009.89,45.83,"2021-06-25 12:25:32","2021-06-25 17:02:21",2021-06-25 17:02:21,61341,2021-06-25
4009,12,20.35,1009.95,45.54,"2021-06-25 12:25:32","2021-06-25 17:02:26",2021-06-25 17:02:26,61346,2021-06-25
4010,12,20.31,1009.88,45.5,"2021-06-25 12:25:32","2021-06-25 17:02:32",2021-06-25 17:02:32,61352,2021-06-25
4011,12,20.33,1009.89,45.94,"2021-06-25 12:25:32","2021-06-25 17:02:37",2021-06-25 17:02:37,61357,2021-06-25
4012,12,20.35,1009.95,45.91,"2021-06-25 12:25:32","2021-06-25 17:02:42",2021-06-25 17:02:42,61362,2021-06-25
4013,12,20.37,1009.93,45.51,"2021-06-25 12:25:32","2021-06-25 17:02:47",2021-06-25 17:02:47,61367,2021-06-25
4014,12,20.39,1009.91,45.33,"2021-06-25 12:25:32","2021-06-25 17:02:52",2021-06-25 17:02:52,61372,2021-06-25
4015,12,20.37,1009.94,45.54,"2021-06-25 12:25:32","2021-06-25 17:02:58",2021-06-25 17:02:58,61378,2021-06-25
